evidence_id,parameter,method,relationship,estimate_low,estimate_central,estimate_high,unit,source_title,source_url,source_type,jurisdiction,population,measurement_start,measurement_end,retrieved_on,independence,status,confidence,transferability,limitations,notes
GAP-METHOD-PHOTO-ID-VISUAL-CATASTROPHIC-BREACH-PROBABILITY,catastrophic_breach_probability,photo_id_visual,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-PHOTO-ID-VISUAL-CATASTROPHIC-EXPOSURE-FRACTION,catastrophic_exposure_fraction,photo_id_visual,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-PHOTO-ID-VISUAL-THIRD-PARTY-DISCLOSURES-PER-IDENTITY-PROOF,third_party_disclosures_per_identity_proof,photo_id_visual,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-PHOTO-ID-VISUAL-BIOMETRIC-SCANS-PER-IDENTITY-PROOF,biometric_scans_per_identity_proof,photo_id_visual,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-PHOTO-ID-VISUAL-TRANSIENT-IMAGES-PER-IDENTITY-PROOF,transient_images_per_identity_proof,photo_id_visual,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-PHOTO-ID-VISUAL-AGE-ASSERTIONS-PER-CHECK,age_assertions_per_check,photo_id_visual,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-PHOTO-ID-VISUAL-CENTRALIZED-RECORD-FRACTION,centralized_record_fraction,photo_id_visual,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-PHOTO-ID-VISUAL-RECORD-RETENTION-YEARS,record_retention_years,photo_id_visual,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-PHOTO-ID-VISUAL-VARIABLE-COST-PER-CHECK,variable_cost_per_check,photo_id_visual,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-PHOTO-ID-VISUAL-VARIABLE-COST-PER-IDENTITY-PROOF,variable_cost_per_identity_proof,photo_id_visual,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-PHOTO-ID-VISUAL-FIXED-ANNUAL-COST,fixed_annual_cost,photo_id_visual,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-DOCUMENT-UPLOAD-MINOR-DETECTION-RATE,minor_detection_rate,document_upload,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-DOCUMENT-UPLOAD-MINOR-CIRCUMVENTION-RATE,minor_circumvention_rate,document_upload,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-DOCUMENT-UPLOAD-MINOR-SUBSTITUTION-RATE,minor_substitution_rate,document_upload,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-DOCUMENT-UPLOAD-ADULT-FALSE-REJECTION-RATE,adult_false_rejection_rate,document_upload,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-DOCUMENT-UPLOAD-ADULT-ABANDONMENT-RATE,adult_abandonment_rate,document_upload,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-DOCUMENT-UPLOAD-HIGHER-FRICTION-FALSE-REJECTION-MULTIPLIER,higher_friction_false_rejection_multiplier,document_upload,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-DOCUMENT-UPLOAD-HIGHER-FRICTION-ABANDONMENT-MULTIPLIER,higher_friction_abandonment_multiplier,document_upload,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-DOCUMENT-UPLOAD-VERIFICATION-CHECK-RATE,verification_check_rate,document_upload,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-DOCUMENT-UPLOAD-IDENTITY-PROOFING-RATE,identity_proofing_rate,document_upload,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-DOCUMENT-UPLOAD-RECORDS-PER-IDENTITY-PROOF,records_per_identity_proof,document_upload,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-DOCUMENT-UPLOAD-ANNUAL-BREACH-PROBABILITY,annual_breach_probability,document_upload,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-DOCUMENT-UPLOAD-CATASTROPHIC-BREACH-PROBABILITY,catastrophic_breach_probability,document_upload,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-DOCUMENT-UPLOAD-CATASTROPHIC-EXPOSURE-FRACTION,catastrophic_exposure_fraction,document_upload,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-DOCUMENT-UPLOAD-THIRD-PARTY-DISCLOSURES-PER-IDENTITY-PROOF,third_party_disclosures_per_identity_proof,document_upload,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-DOCUMENT-UPLOAD-BIOMETRIC-SCANS-PER-IDENTITY-PROOF,biometric_scans_per_identity_proof,document_upload,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-DOCUMENT-UPLOAD-TRANSIENT-IMAGES-PER-IDENTITY-PROOF,transient_images_per_identity_proof,document_upload,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-DOCUMENT-UPLOAD-AGE-ASSERTIONS-PER-CHECK,age_assertions_per_check,document_upload,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-DOCUMENT-UPLOAD-CENTRALIZED-RECORD-FRACTION,centralized_record_fraction,document_upload,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-DOCUMENT-UPLOAD-RECORD-RETENTION-YEARS,record_retention_years,document_upload,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-DOCUMENT-UPLOAD-VARIABLE-COST-PER-CHECK,variable_cost_per_check,document_upload,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-DOCUMENT-UPLOAD-VARIABLE-COST-PER-IDENTITY-PROOF,variable_cost_per_identity_proof,document_upload,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-DOCUMENT-UPLOAD-FIXED-ANNUAL-COST,fixed_annual_cost,document_upload,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-FACIAL-AGE-ESTIMATION-MINOR-DETECTION-RATE,minor_detection_rate,facial_age_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-FACIAL-AGE-ESTIMATION-MINOR-CIRCUMVENTION-RATE,minor_circumvention_rate,facial_age_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-FACIAL-AGE-ESTIMATION-MINOR-SUBSTITUTION-RATE,minor_substitution_rate,facial_age_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-FACIAL-AGE-ESTIMATION-ADULT-FALSE-REJECTION-RATE,adult_false_rejection_rate,facial_age_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-FACIAL-AGE-ESTIMATION-ADULT-ABANDONMENT-RATE,adult_abandonment_rate,facial_age_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-FACIAL-AGE-ESTIMATION-HIGHER-FRICTION-FALSE-REJECTION-MULTIPLIER,higher_friction_false_rejection_multiplier,facial_age_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-FACIAL-AGE-ESTIMATION-HIGHER-FRICTION-ABANDONMENT-MULTIPLIER,higher_friction_abandonment_multiplier,facial_age_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-FACIAL-AGE-ESTIMATION-VERIFICATION-CHECK-RATE,verification_check_rate,facial_age_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-FACIAL-AGE-ESTIMATION-IDENTITY-PROOFING-RATE,identity_proofing_rate,facial_age_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-FACIAL-AGE-ESTIMATION-RECORDS-PER-IDENTITY-PROOF,records_per_identity_proof,facial_age_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-FACIAL-AGE-ESTIMATION-ANNUAL-BREACH-PROBABILITY,annual_breach_probability,facial_age_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-FACIAL-AGE-ESTIMATION-CATASTROPHIC-BREACH-PROBABILITY,catastrophic_breach_probability,facial_age_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-FACIAL-AGE-ESTIMATION-CATASTROPHIC-EXPOSURE-FRACTION,catastrophic_exposure_fraction,facial_age_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-FACIAL-AGE-ESTIMATION-THIRD-PARTY-DISCLOSURES-PER-IDENTITY-PROOF,third_party_disclosures_per_identity_proof,facial_age_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-FACIAL-AGE-ESTIMATION-BIOMETRIC-SCANS-PER-IDENTITY-PROOF,biometric_scans_per_identity_proof,facial_age_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-FACIAL-AGE-ESTIMATION-TRANSIENT-IMAGES-PER-IDENTITY-PROOF,transient_images_per_identity_proof,facial_age_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-FACIAL-AGE-ESTIMATION-AGE-ASSERTIONS-PER-CHECK,age_assertions_per_check,facial_age_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-FACIAL-AGE-ESTIMATION-CENTRALIZED-RECORD-FRACTION,centralized_record_fraction,facial_age_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-FACIAL-AGE-ESTIMATION-RECORD-RETENTION-YEARS,record_retention_years,facial_age_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-FACIAL-AGE-ESTIMATION-VARIABLE-COST-PER-CHECK,variable_cost_per_check,facial_age_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-FACIAL-AGE-ESTIMATION-VARIABLE-COST-PER-IDENTITY-PROOF,variable_cost_per_identity_proof,facial_age_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-FACIAL-AGE-ESTIMATION-FIXED-ANNUAL-COST,fixed_annual_cost,facial_age_estimation,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-REUSABLE-AGE-TOKEN-MINOR-DETECTION-RATE,minor_detection_rate,reusable_age_token,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-REUSABLE-AGE-TOKEN-MINOR-CIRCUMVENTION-RATE,minor_circumvention_rate,reusable_age_token,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-REUSABLE-AGE-TOKEN-MINOR-SUBSTITUTION-RATE,minor_substitution_rate,reusable_age_token,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-REUSABLE-AGE-TOKEN-ADULT-FALSE-REJECTION-RATE,adult_false_rejection_rate,reusable_age_token,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-REUSABLE-AGE-TOKEN-ADULT-ABANDONMENT-RATE,adult_abandonment_rate,reusable_age_token,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-REUSABLE-AGE-TOKEN-HIGHER-FRICTION-FALSE-REJECTION-MULTIPLIER,higher_friction_false_rejection_multiplier,reusable_age_token,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-REUSABLE-AGE-TOKEN-HIGHER-FRICTION-ABANDONMENT-MULTIPLIER,higher_friction_abandonment_multiplier,reusable_age_token,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-REUSABLE-AGE-TOKEN-VERIFICATION-CHECK-RATE,verification_check_rate,reusable_age_token,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-REUSABLE-AGE-TOKEN-IDENTITY-PROOFING-RATE,identity_proofing_rate,reusable_age_token,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-REUSABLE-AGE-TOKEN-RECORDS-PER-IDENTITY-PROOF,records_per_identity_proof,reusable_age_token,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-REUSABLE-AGE-TOKEN-ANNUAL-BREACH-PROBABILITY,annual_breach_probability,reusable_age_token,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-REUSABLE-AGE-TOKEN-CATASTROPHIC-BREACH-PROBABILITY,catastrophic_breach_probability,reusable_age_token,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-REUSABLE-AGE-TOKEN-CATASTROPHIC-EXPOSURE-FRACTION,catastrophic_exposure_fraction,reusable_age_token,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-REUSABLE-AGE-TOKEN-THIRD-PARTY-DISCLOSURES-PER-IDENTITY-PROOF,third_party_disclosures_per_identity_proof,reusable_age_token,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-REUSABLE-AGE-TOKEN-BIOMETRIC-SCANS-PER-IDENTITY-PROOF,biometric_scans_per_identity_proof,reusable_age_token,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-REUSABLE-AGE-TOKEN-TRANSIENT-IMAGES-PER-IDENTITY-PROOF,transient_images_per_identity_proof,reusable_age_token,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-REUSABLE-AGE-TOKEN-AGE-ASSERTIONS-PER-CHECK,age_assertions_per_check,reusable_age_token,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-REUSABLE-AGE-TOKEN-CENTRALIZED-RECORD-FRACTION,centralized_record_fraction,reusable_age_token,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-REUSABLE-AGE-TOKEN-RECORD-RETENTION-YEARS,record_retention_years,reusable_age_token,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-REUSABLE-AGE-TOKEN-VARIABLE-COST-PER-CHECK,variable_cost_per_check,reusable_age_token,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-REUSABLE-AGE-TOKEN-VARIABLE-COST-PER-IDENTITY-PROOF,variable_cost_per_identity_proof,reusable_age_token,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
GAP-METHOD-REUSABLE-AGE-TOKEN-FIXED-ANNUAL-COST,fixed_annual_cost,reusable_age_token,gap,,,,,,,research_gap,Quebec,"Relevant buyers, retailers, or systems",,,2026-07-22,not_applicable,research_gap,not_applicable,not_applicable,No direct jurisdiction-matched empirical estimate has been registered.,Prioritize according to sensitivity and policy relevance.
